configuration,true_pos,false_pos,false_neg,true_neg,precision,sensitivity,f1
dataset_000122-model_000003,39,65,9,34,0.375,0.8125,0.5131578947368421
dataset_000122-model_000004,25,57,23,42,0.3048780487804878,0.5208333333333334,0.3846153846153847
dataset_000123-model_000001,17,34,31,65,0.3333333333333333,0.3541666666666667,0.3434343434343434
dataset_000123-model_000002,25,48,23,51,0.3424657534246575,0.5208333333333334,0.4132231404958678
dataset_000123-model_000003,42,74,6,25,0.3620689655172414,0.875,0.5121951219512195
dataset_000123-model_000004,26,50,22,49,0.34210526315789475,0.5416666666666666,0.4193548387096774
dataset_000124-model_000001,19,38,29,61,0.3333333333333333,0.3958333333333333,0.36190476190476184
dataset_000124-model_000002,28,43,20,56,0.39436619718309857,0.5833333333333334,0.4705882352941176
dataset_000124-model_000003,42,69,6,30,0.3783783783783784,0.875,0.5283018867924528
dataset_000124-model_000004,25,59,23,40,0.2976190476190476,0.5208333333333334,0.3787878787878788
dataset_000125-model_000001,23,44,25,55,0.34328358208955223,0.4791666666666667,0.4
dataset_000125-model_000002,25,50,23,49,0.3333333333333333,0.5208333333333334,0.40650406504065034
dataset_000125-model_000003,40,69,8,30,0.3669724770642202,0.8333333333333334,0.5095541401273885
dataset_000125-model_000004,23,43,25,56,0.3484848484848485,0.4791666666666667,0.40350877192982465
dataset_000126-model_000001,16,32,32,67,0.3333333333333333,0.3333333333333333,0.3333333333333333
dataset_000126-model_000002,24,45,24,54,0.34782608695652173,0.5,0.41025641025641024
dataset_000126-model_000003,43,72,5,27,0.3739130434782609,0.8958333333333334,0.5276073619631901
dataset_000126-model_000004,25,45,23,54,0.35714285714285715,0.5208333333333334,0.42372881355932207
dataset_000127-model_000001,24,47,24,52,0.3380281690140845,0.5,0.40336134453781514
dataset_000127-model_000002,23,43,25,56,0.3484848484848485,0.4791666666666667,0.40350877192982465
dataset_000127-model_000003,39,68,9,31,0.3644859813084112,0.8125,0.5032258064516129
dataset_000127-model_000004,27,60,21,39,0.3103448275862069,0.5625,0.4
dataset_000128-model_000001,20,35,28,64,0.36363636363636365,0.4166666666666667,0.38834951456310685
dataset_000128-model_000002,30,46,18,53,0.39473684210526316,0.625,0.48387096774193544
dataset_000128-model_000003,40,72,8,27,0.35714285714285715,0.8333333333333334,0.5
dataset_000128-model_000004,26,49,22,50,0.3466666666666667,0.5416666666666666,0.4227642276422764
dataset_000129-model_000001,18,33,30,66,0.35294117647058826,0.375,0.3636363636363636
dataset_000129-model_000002,31,56,17,43,0.3563218390804598,0.6458333333333334,0.4592592592592593
dataset_000129-model_000003,38,76,10,23,0.3333333333333333,0.7916666666666666,0.4691358024691357
dataset_000129-model_000004,26,49,22,50,0.3466666666666667,0.5416666666666666,0.4227642276422764
dataset_000130-model_000001,15,45,33,54,0.25,0.3125,0.2777777777777778
dataset_000130-model_000002,28,49,20,50,0.36363636363636365,0.5833333333333334,0.448
dataset_000130-model_000003,39,65,9,34,0.375,0.8125,0.5131578947368421
dataset_000130-model_000004,21,48,27,51,0.30434782608695654,0.4375,0.358974358974359
dataset_000131-model_000001,14,43,10,56,0.24561403508771928,0.5833333333333334,0.345679012345679
dataset_000131-model_000002,15,34,9,65,0.30612244897959184,0.625,0.4109589041095891
dataset_000131-model_000003,19,75,5,24,0.20212765957446807,0.7916666666666666,0.3220338983050847
dataset_000131-model_000004,11,43,13,56,0.2037037037037037,0.4583333333333333,0.28205128205128205
dataset_000132-model_000001,7,42,17,57,0.14285714285714285,0.2916666666666667,0.1917808219178082
dataset_000132-model_000002,12,39,12,60,0.23529411764705882,0.5,0.31999999999999995
dataset_000132-model_000003,16,68,8,31,0.19047619047619047,0.6666666666666666,0.2962962962962963
dataset_000132-model_000004,8,56,16,43,0.125,0.3333333333333333,0.18181818181818182
dataset_000133-model_000001,10,33,14,66,0.23255813953488372,0.4166666666666667,0.29850746268656714
dataset_000133-model_000002,15,44,9,55,0.2542372881355932,0.625,0.3614457831325301
dataset_000133-model_000003,21,80,3,19,0.2079207920792079,0.875,0.336
dataset_000133-model_000004,12,45,12,54,0.21052631578947367,0.5,0.2962962962962963
dataset_000134-model_000001,12,41,12,58,0.22641509433962265,0.5,0.31168831168831174
dataset_000134-model_000002,12,48,12,51,0.2,0.5,0.28571428571428575
dataset_000134-model_000003,23,63,1,36,0.26744186046511625,0.9583333333333334,0.4181818181818182
dataset_000134-model_000004,15,59,9,40,0.20270270270270271,0.625,0.30612244897959184
dataset_000135-model_000001,13,42,11,57,0.23636363636363636,0.5416666666666666,0.32911392405063294
dataset_000135-model_000002,12,50,12,49,0.1935483870967742,0.5,0.27906976744186046
dataset_000135-model_000003,20,69,4,30,0.2247191011235955,0.8333333333333334,0.35398230088495575
dataset_000135-model_000004,10,42,14,57,0.19230769230769232,0.4166666666666667,0.2631578947368421
dataset_000136-model_000001,5,34,19,65,0.1282051282051282,0.20833333333333334,0.15873015873015872
